# H1+ZEUS combined NC ins836107 — Aaron et al., JHEP 01 (2010) 109.
# Fractions are symmetric averages of +/- %% columns on each sigma_r CSV row.
# HEPData ins836107 record text: first sys = uncorrelated experimental; second = correlated experimental;
# sys_3..sys_5 = three correlated combination sources; plus 0.5%% overall normalisation row.
# z_Q2_over_s_x = Q^2/(E_cm^2 * x); equals quoted y for standard DIS kinematics at fixed E_cm.
# sigma_rel_total_quadrature matches sqrt(sum of squared listed components) when none are missing.
Q2_GeV2,x,y_Bjorken,Ecm_GeV,F2,z_Q2_over_s_x,sigma_rel_stat,sigma_rel_sys_uncorrelated_experimental,sigma_rel_sys_correlated_experimental,sigma_rel_sys_combination_1,sigma_rel_sys_combination_2,sigma_rel_sys_combination_3,sigma_rel_sys_overall_normalisation,sigma_rel_total_quadrature_listed_sigma_r,sigma_rel_total_quadrature_rebuilt
15.0,0.0005,0.296,319.0,1.235,0.2948084236593587,0.004699999999999999,0.006500000000000001,0.0066,0.0029,0.0021,0.0011,0.005,0.012121468557893469,0.012121468557893469
15.0,0.0008,0.185,319.0,1.121,0.1842552647870992,0.004699999999999999,0.0063,0.006500000000000001,0.0027,0.0009,0.0005,0.005,0.011720921465482141,0.011720921465482141
15.0,0.0013,0.114,319.0,0.99,0.1133878552535995,0.0051,0.006500000000000001,0.0069,0.0027,0.0004,0.0011,0.005,0.012228245990329113,0.012228245990329113
15.0,0.002,0.074,319.0,0.876,0.07370210591483968,0.0053,0.0066,0.0072,0.0026,0.0004,0.0024,0.005,0.012695274711482222,0.012695274711482222
15.0,0.0032,0.046,319.0,0.789,0.0460638161967748,0.005600000000000001,0.0078000000000000005,0.006999999999999999,0.0026,0.0005,0.0022,0.005,0.01334353776177817,0.01334353776177817
15.0,0.005,0.03,319.0,0.718,0.02948084236593587,0.0059,0.0062,0.006500000000000001,0.0024,0.0004,0.0029,0.005,0.012443070360646524,0.012443070360646524
15.0,0.008,0.019,319.0,0.636,0.01842552647870992,0.005,0.0073,0.0067,0.0025,0.0004,0.0022,0.005,0.01262655930964568,0.01262655930964568
15.0,0.02,0.007,319.0,0.532,0.007370210591483967,0.0069,0.009300000000000001,0.011000000000000001,0.0026,0.0003,0.0025,0.005,0.017123083834403197,0.017123083834403197
18.0,0.0005,0.399,301.0,1.305,0.3973466076533372,0.009300000000000001,0.01,0.0086,0.0051,0.009000000000000001,0.0019,0.005,0.01990150748059051,0.01990150748059051
18.0,0.0005,0.356,319.0,1.306,0.35377010839123046,0.0073,0.006999999999999999,0.0079,0.0026,0.0053,0.0014000000000000002,0.005,0.015050249167372612,0.015050249167372612
18.0,0.0008,0.222,319.0,1.177,0.22110631774451903,0.0046,0.0059,0.006500000000000001,0.0027,0.0012,0.001,0.005,0.011530394615970437,0.011530394615970437
18.0,0.0013,0.137,319.0,1.054,0.1360654263043194,0.0046,0.0063,0.0066,0.0028000000000000004,0.0008,0.0007000000000000001,0.005,0.011763502879669815,0.011763502879669815
18.0,0.002,0.089,319.0,0.951,0.08844252709780762,0.0051,0.0062,0.0069,0.0025,0.0005,0.0007000000000000001,0.005,0.012002083152519816,0.012002083152519816
18.0,0.0032,0.056,319.0,0.837,0.05527657943612976,0.0053,0.006500000000000001,0.0066,0.0025,0.0004,0.0021,0.005,0.012236012422353944,0.012236012422353944
18.0,0.005,0.036,319.0,0.75,0.03537701083912304,0.005600000000000001,0.006,0.006500000000000001,0.0024,0.0003,0.0024,0.005,0.012092146211487853,0.012092146211487853
18.0,0.008,0.022,319.0,0.668,0.022110631774451904,0.0045000000000000005,0.0066,0.006999999999999999,0.0025,0.0004,0.0024,0.005,0.012246632190116596,0.012246632190116596
18.0,0.02,0.009,319.0,0.539,0.00884425270978076,0.0055000000000000005,0.0176,0.0111,0.0028000000000000004,0.0004,0.0032,0.005,0.0225046661828164,0.0225046661828164
22.0,0.0005,0.488,301.0,1.392,0.4856458537985232,0.0256,0.012199999999999999,0.0113,0.011000000000000001,0.013300000000000001,0.0046,0.005,0.035720302350344124,0.035720302350344124
22.0,0.0008,0.272,319.0,1.284,0.2702410550210788,0.0219,0.006500000000000001,0.008,0.0025,0.0031,0.0004,0.005,0.02503757176724612,0.02503757176724612
22.0,0.0013,0.167,319.0,1.075,0.16630218770527927,0.0225,0.013999999999999999,0.0086,0.0023,0.0007000000000000001,0.0024,0.005,0.028508770580296865,0.028508770580296865
22.0,0.002,0.109,319.0,1.021,0.10809642200843153,0.0271,0.0077,0.0085,0.0060999999999999995,0.0001,0.003,0.005,0.03061323243305091,0.03061323243305091
22.0,0.0032,0.068,319.0,0.906,0.0675602637552697,0.0255,0.0118,0.0074,0.0001,0.0006,0.002,0.005,0.029557063453597685,0.029557063453597685
22.0,0.005,0.043,319.0,0.774,0.04323856880337261,0.0236,0.0089,0.0070999999999999995,0.0024,0.0,0.0039000000000000003,0.005,0.027065660900853685,0.027065660900853685
22.0,0.008,0.027,319.0,0.66,0.027024105502107883,0.0242,0.009300000000000001,0.0076,0.0042,0.0004,0.005699999999999999,0.005,0.028375693824116442,0.028375693824116442
22.0,0.013,0.017,319.0,0.591,0.016630218770527925,0.019299999999999998,0.0183,0.010700000000000001,0.0014000000000000002,0.0,0.0014000000000000002,0.005,0.029168304715906954,0.029168304715906954
22.0,0.032,0.007,319.0,0.523,0.006756026375526971,0.018000000000000002,0.0161,0.0139,0.0040999999999999995,0.0004,0.0089,0.005,0.02995997329771841,0.02995997329771841
27.0,0.0005,0.599,301.0,1.508,0.5960199114800058,0.0115,0.0146,0.0083,0.005699999999999999,0.008100000000000001,0.0028000000000000004,0.005,0.023350374729327147,0.023350374729327147
27.0,0.0005,0.534,319.0,1.51,0.5306551625868456,0.009399999999999999,0.0075,0.0108,0.0026,0.0098,0.0015,0.005,0.019781304304822774,0.019781304304822774
27.0,0.0008,0.374,301.0,1.322,0.37251244467500355,0.0245,0.0083,0.0077,0.0051,0.0048,0.003,0.005,0.028486488025026884,0.028486488025026884
27.0,0.0008,0.333,319.0,1.324,0.3316594766167785,0.004699999999999999,0.0072,0.006500000000000001,0.0027,0.0015,0.0013,0.005,0.012345444503945575,0.012345444503945575
27.0,0.0013,0.205,319.0,1.172,0.2040981394564791,0.004699999999999999,0.006500000000000001,0.0066,0.0028000000000000004,0.0009,0.0009,0.005,0.011931470990619723,0.011931470990619723
27.0,0.002,0.133,319.0,1.056,0.1326637906467114,0.0052,0.0064,0.0067,0.0025,0.0005,0.0008,0.005,0.012042840196564928,0.012042840196564928
27.0,0.0032,0.083,319.0,0.921,0.08291486915419463,0.0053,0.0066,0.0068000000000000005,0.0025,0.0004,0.0021,0.005,0.012397983707038818,0.012397983707038818
27.0,0.005,0.053,319.0,0.806,0.05306551625868457,0.0054,0.006500000000000001,0.0067,0.0028000000000000004,0.0004,0.0021,0.005,0.01239798370703882,0.01239798370703882
27.0,0.008,0.033,319.0,0.712,0.03316594766167785,0.005699999999999999,0.0066,0.0067,0.0025,0.0004,0.0023,0.005,0.012555476892575605,0.012555476892575605
27.0,0.013,0.021,319.0,0.639,0.02040981394564791,0.0055000000000000005,0.0067,0.0070999999999999995,0.0025,0.0003,0.0026,0.005,0.012792575972023774,0.012792575972023774
27.0,0.02,0.013,319.0,0.581,0.013266379064671142,0.0084,0.0077,0.0085,0.0026,0.0004,0.0027,0.005,0.015534155915272642,0.015534155915272642
27.0,0.032,0.008,319.0,0.529,0.008291486915419463,0.0062,0.0178,0.0134,0.003,0.0005,0.003,0.005,0.02404350224073024,0.02404350224073024
35.0,0.0008,0.485,301.0,1.46,0.4828865023564861,0.0095,0.008100000000000001,0.0083,0.0079,0.0072,0.0021,0.005,0.01919400948212749,0.01919400948212749
35.0,0.0008,0.432,319.0,1.447,0.4299289511698981,0.0083,0.0074,0.0078000000000000005,0.0025,0.0038,0.0014000000000000002,0.005,0.015236141243766415,0.015236141243766415
35.0,0.0013,0.266,319.0,1.248,0.26457166225839884,0.0054,0.0051,0.0064,0.0031,0.0011,0.0004,0.005,0.011493911431710269,0.011493911431710269
35.0,0.002,0.173,319.0,1.113,0.17197158046795924,0.0055000000000000005,0.005699999999999999,0.0064,0.003,0.0008,0.0005,0.005,0.011772425408555368,0.011772425408555368
35.0,0.0032,0.108,319.0,0.978,0.10748223779247452,0.0058,0.0059,0.0069,0.002,0.0002,0.0008,0.005,0.012072282302862206,0.012072282302862206
35.0,0.005,0.069,319.0,0.858,0.06878863218718369,0.006,0.0054,0.0067,0.0027,0.0004,0.0023,0.005,0.012156891049935425,0.012156891049935425
35.0,0.008,0.043,319.0,0.751,0.04299289511698981,0.006,0.0058,0.0067,0.0028000000000000004,0.0004,0.0027,0.005,0.01244266852407473,0.01244266852407473
35.0,0.013,0.027,319.0,0.666,0.026457166225839882,0.006500000000000001,0.0062,0.0068000000000000005,0.0025,0.0003,0.0028000000000000004,0.005,0.01288836684766538,0.01288836684766538
35.0,0.02,0.017,319.0,0.595,0.017197158046795922,0.0064,0.0063,0.0078000000000000005,0.003,0.0003,0.002,0.005,0.013400746247877394,0.013400746247877394
35.0,0.032,0.011,319.0,0.519,0.010748223779247452,0.008,0.009300000000000001,0.012199999999999999,0.0058,0.0004,0.0040999999999999995,0.005,0.01936336747572591,0.01936336747572591
35.0,0.08,0.004,319.0,0.45,0.0042992895116989805,0.0179,0.0354,0.0239,0.0037,0.0006,0.0007000000000000001,0.005,0.0467367093407313,0.0467367093407313
45.0,0.0008,0.556,319.0,1.571,0.5527657943612976,0.0138,0.0089,0.008,0.0025,0.0051,0.0017000000000000001,0.005,0.019844394674567428,0.019844394674567428
45.0,0.0013,0.384,301.0,1.344,0.3820640458205165,0.0095,0.0060999999999999995,0.0078000000000000005,0.005600000000000001,0.0012,0.001,0.005,0.015719414747375298,0.015719414747375298
45.0,0.0013,0.342,319.0,1.343,0.3401635657607985,0.0087,0.0076,0.006500000000000001,0.0025,0.0014000000000000002,0.0014000000000000002,0.005,0.014521363572337137,0.014521363572337137
45.0,0.002,0.222,319.0,1.172,0.22110631774451903,0.0060999999999999995,0.005699999999999999,0.0063,0.0028000000000000004,0.0007000000000000001,0.0008,0.005,0.011973303637676612,0.011973303637676612
45.0,0.0032,0.139,319.0,1.019,0.1381914485903244,0.0062,0.0055000000000000005,0.006500000000000001,0.0027,0.0005,0.001,0.005,0.012019983361053376,0.012019983361053376
45.0,0.005,0.089,319.0,0.904,0.0884425270978076,0.006500000000000001,0.0052,0.0064,0.0022,0.0002,0.0018,0.005,0.011973721226085065,0.011973721226085065
45.0,0.008,0.056,319.0,0.786,0.05527657943612976,0.0067,0.0053,0.006500000000000001,0.0024,0.0005,0.0007000000000000001,0.005,0.012113215923114722,0.012113215923114722
45.0,0.013,0.034,319.0,0.683,0.03401635657607985,0.006999999999999999,0.006,0.006500000000000001,0.003,0.0003,0.0028000000000000004,0.005,0.013006921234481281,0.013006921234481281
45.0,0.02,0.022,319.0,0.604,0.0221106317744519,0.0072,0.005600000000000001,0.0073,0.0024,0.0002,0.0025,0.005,0.013173458164050926,0.013173458164050926
45.0,0.032,0.014,319.0,0.536,0.01381914485903244,0.0109,0.0085,0.0077,0.0025,0.0004,0.0025,0.005,0.01697085737374515,0.01697085737374515
45.0,0.05,0.009,319.0,0.488,0.00884425270978076,0.0091,0.0182,0.0144,0.0031,0.0004,0.0022,0.005,0.025710309216343548,0.025710309216343548
60.0,0.0013,0.512,301.0,1.465,0.5094187277606886,0.013000000000000001,0.0055000000000000005,0.0084,0.008,0.0043,0.0021,0.005,0.019537400031734008,0.019537400031734008
60.0,0.0013,0.456,319.0,1.451,0.453551421014398,0.013000000000000001,0.0089,0.0069,0.0024,0.0016,0.0016,0.005,0.018212632978237935,0.018212632978237935
60.0,0.002,0.296,319.0,1.273,0.2948084236593587,0.0067,0.005600000000000001,0.0063,0.003,0.001,0.0001,0.005,0.012286171087853206,0.012286171087853206
60.0,0.0032,0.185,319.0,1.093,0.1842552647870992,0.0068000000000000005,0.0053,0.0063,0.0021,0.0005,0.0004,0.005,0.01199333148045196,0.01199333148045196
60.0,0.005,0.119,319.0,0.948,0.11792336946374347,0.0070999999999999995,0.0052,0.006500000000000001,0.0019,0.0005,0.0009,0.005,0.012221702009131134,0.012221702009131134
60.0,0.008,0.074,319.0,0.824,0.07370210591483968,0.0073,0.005600000000000001,0.006500000000000001,0.0029,0.0005,0.0026,0.005,0.012935223229616103,0.012935223229616103
60.0,0.013,0.046,319.0,0.711,0.045355142101439795,0.0078000000000000005,0.0062,0.0069,0.003,0.0005,0.0031,0.005,0.013811227316933135,0.013811227316933135
60.0,0.02,0.03,319.0,0.635,0.02948084236593587,0.008199999999999999,0.0067,0.0070999999999999995,0.003,0.0003,0.0025,0.005,0.014243595051811884,0.014243595051811884
60.0,0.032,0.019,319.0,0.555,0.01842552647870992,0.0089,0.006999999999999999,0.0074,0.0027,0.0005,0.0026,0.005,0.014908722279256529,0.014908722279256529
60.0,0.05,0.012,319.0,0.511,0.011792336946374347,0.0095,0.0146,0.011699999999999999,0.0038,0.0004,0.0034999999999999996,0.005,0.022184454016270044,0.022184454016270044
60.0,0.13,0.005,301.0,0.396,0.005094187277606886,0.029500000000000002,0.0388,0.020499999999999997,0.0032,0.0,0.002,0.005,0.05324640832957656,0.05324640832957656
70.0,0.0013,0.597,301.0,1.541,0.5943218490541368,0.0176,0.006,0.0098,0.0091,0.0033,0.0046,0.005,0.02411762840745333,0.02411762840745333
70.0,0.002,0.388,301.0,1.3,0.3863092018851889,0.0172,0.0033,0.0084,0.0031,0.0027,0.0006,0.005,0.020482919713751747,0.020482919713751747
70.0,0.0032,0.216,319.0,1.11,0.21496447558494905,0.0166,0.0046,0.006999999999999999,0.0033,0.0003,0.0011,0.005,0.01956808626309686,0.01956808626309686
70.0,0.005,0.138,319.0,1.001,0.13757726437436738,0.0154,0.0043,0.0068000000000000005,0.0029,0.0,0.0015,0.005,0.018372533848111425,0.018372533848111425
70.0,0.008,0.086,319.0,0.825,0.08598579023397962,0.0161,0.0048,0.0066,0.0024,0.0,0.0023,0.005,0.019022618116337195,0.019022618116337195
70.0,0.013,0.053,319.0,0.72,0.052914332451679764,0.018799999999999997,0.0051,0.0077,0.0038,0.0003,0.0067,0.005,0.022872691140309657,0.022872691140309657
70.0,0.02,0.035,319.0,0.64,0.034394316093591844,0.0177,0.0067,0.006999999999999999,0.0032,0.0005,0.0054,0.005,0.021721648187925338,0.021721648187925338
70.0,0.032,0.022,319.0,0.564,0.021496447558494905,0.021,0.0092,0.0076,0.0,0.0001,0.0023,0.005,0.024772969139770066,0.024772969139770066
70.0,0.05,0.014,319.0,0.513,0.01375772643743674,0.0161,0.009000000000000001,0.0116,0.0028000000000000004,0.0011,0.0029,0.005,0.02274269113363676,0.02274269113363676
90.0,0.002,0.499,301.0,1.308,0.4966832595666715,0.0197,0.0034999999999999996,0.009300000000000001,0.009000000000000001,0.0027,0.0007000000000000001,0.005,0.024507345837523897,0.024507345837523897
90.0,0.002,0.445,319.0,1.371,0.44221263548903805,0.012,0.0105,0.0072,0.0037,0.0002,0.0005,0.005,0.018576059862091314,0.018576059862091314
90.0,0.0032,0.278,319.0,1.189,0.2763828971806488,0.0084,0.0060999999999999995,0.0066,0.0026,0.0006,0.0009,0.005,0.013574240310234676,0.013574240310234676
90.0,0.005,0.178,319.0,1.039,0.1768850541956152,0.0079,0.0059,0.0064,0.0034000000000000002,0.0005,0.0008,0.005,0.013252546925025394,0.013252546925025394
90.0,0.008,0.111,319.0,0.892,0.11055315887225951,0.0086,0.005600000000000001,0.0069,0.0028000000000000004,0.0002,0.0001,0.005,0.013631580979475566,0.013631580979475566
90.0,0.013,0.068,319.0,0.759,0.0680327131521597,0.009000000000000001,0.0069,0.006999999999999999,0.0024,0.0004,0.0023,0.005,0.014622585270737868,0.014622585270737868
90.0,0.02,0.044,319.0,0.654,0.0442212635489038,0.009399999999999999,0.0062,0.0070999999999999995,0.0027,0.0004,0.0042,0.005,0.01507647173578752,0.01507647173578752
90.0,0.032,0.028,319.0,0.561,0.02763828971806488,0.01,0.0073,0.0073,0.0024,0.0003,0.0025,0.005,0.015610253040870286,0.015610253040870286
90.0,0.05,0.018,319.0,0.49,0.01768850541956152,0.0127,0.0070999999999999995,0.009300000000000001,0.0007000000000000001,0.0006,0.0006,0.005,0.018011107683871083,0.018011107683871083
90.0,0.08,0.011,319.0,0.438,0.01105531588722595,0.0123,0.0092,0.0095,0.0031,0.0006,0.0037,0.005,0.01936078510804766,0.01936078510804766
90.0,0.18,0.005,319.0,0.344,0.004913473727655979,0.0305,0.0304,0.0192,0.0147,0.0023,0.0128,0.005,0.0513153972994461,0.0513153972994461
120.0,0.002,0.593,319.0,1.412,0.5896168473187174,0.0151,0.02,0.0127,0.0034000000000000002,0.0002,0.0015,0.005,0.028777595452017878,0.028777595452017878
120.0,0.0032,0.416,301.0,1.213,0.4139027163055595,0.0192,0.0073,0.008,0.0076,0.0003,0.0003,0.005,0.02385099578633982,0.02385099578633982
120.0,0.0032,0.371,319.0,1.239,0.3685105295741984,0.013000000000000001,0.018000000000000002,0.0103,0.0024,0.0001,0.0008,0.005,0.02510975905897944,0.02510975905897944
120.0,0.005,0.237,319.0,1.053,0.23584673892748695,0.011699999999999999,0.0059,0.0077,0.0022,0.0005,0.0,0.005,0.016157970169547904,0.016157970169547904
120.0,0.008,0.148,319.0,0.912,0.14740421182967936,0.010700000000000001,0.0059,0.0067,0.0025,0.0006,0.0011,0.005,0.015066851031320381,0.015066851031320381
120.0,0.013,0.091,319.0,0.78,0.09071028420287959,0.011200000000000002,0.006500000000000001,0.0070999999999999995,0.0036,0.0001,0.0015,0.005,0.016072336482291557,0.016072336482291557
120.0,0.02,0.059,319.0,0.671,0.05896168473187174,0.011000000000000001,0.0066,0.0075,0.0024,0.0001,0.0051,0.005,0.016661032380978078,0.016661032380978078
120.0,0.032,0.037,319.0,0.577,0.03685105295741984,0.0125,0.0074,0.0075,0.0023,0.0004,0.0034000000000000002,0.005,0.01758607403600929,0.01758607403600929
120.0,0.05,0.024,319.0,0.488,0.023584673892748695,0.0125,0.0069,0.0087,0.0012,0.0005,0.0004,0.005,0.017504285189632852,0.017504285189632852
120.0,0.08,0.015,319.0,0.442,0.014740421182967934,0.013500000000000002,0.0063,0.0118,0.0034000000000000002,0.0005,0.0025,0.005,0.020105720578979507,0.020105720578979507
120.0,0.18,0.007,301.0,0.333,0.0073582705120988365,0.023700000000000002,0.0269,0.0151,0.009000000000000001,0.0014000000000000002,0.0026,0.005,0.040348853763149214,0.040348853763149214
150.0,0.0032,0.52,301.0,1.25,0.5173783953819494,0.0182,0.0089,0.009899999999999999,0.0087,0.001,0.0032,0.005,0.02490762935327246,0.02490762935327246
150.0,0.0032,0.463,319.0,1.247,0.460638161967748,0.0121,0.021,0.0104,0.0032,0.0001,0.002,0.005,0.02710756352016905,0.02710756352016905
150.0,0.005,0.296,319.0,1.071,0.29480842365935866,0.0108,0.0087,0.0069,0.0026,0.0001,0.0005,0.005,0.016491209779758428,0.016491209779758428
150.0,0.008,0.185,319.0,0.919,0.1842552647870992,0.013300000000000001,0.0089,0.0070999999999999995,0.0025,0.0003,0.0033,0.005,0.01867458165528749,0.01867458165528749
150.0,0.013,0.114,319.0,0.807,0.1133878552535995,0.019799999999999998,0.0051,0.0103,0.0045000000000000005,0.0003,0.003,0.005,0.02405161117264288,0.02405161117264288
150.0,0.02,0.074,319.0,0.693,0.07370210591483967,0.0167,0.0068000000000000005,0.0088,0.003,0.0003,0.0054,0.005,0.021582863572751416,0.021582863572751416
150.0,0.032,0.046,319.0,0.588,0.0460638161967748,0.0187,0.008,0.0096,0.001,0.0005,0.0053,0.005,0.02366833327465202,0.02366833327465202
150.0,0.05,0.03,319.0,0.512,0.02948084236593587,0.0178,0.0108,0.0088,0.0014000000000000002,0.0004,0.001,0.005,0.02321723497749032,0.02321723497749032
150.0,0.08,0.019,319.0,0.446,0.018425526478709917,0.0172,0.0088,0.0109,0.0019,0.0006,0.0034999999999999996,0.005,0.023093505580573947,0.023093505580573947
150.0,0.18,0.008,319.0,0.325,0.00818912287942663,0.0256,0.0219,0.0161,0.009300000000000001,0.0012,0.003,0.005,0.038937257222357094,0.038937257222357094
200.0,0.005,0.443,301.0,1.1,0.4414962307259302,0.0189,0.0088,0.0085,0.0068000000000000005,0.0003,0.0004,0.005,0.024049740123336053,0.024049740123336053
200.0,0.005,0.395,319.0,1.129,0.39307789821247824,0.011399999999999999,0.0069,0.009300000000000001,0.0034000000000000002,0.0002,0.0,0.005,0.017339550167175616,0.017339550167175616
200.0,0.008,0.247,319.0,0.94,0.24567368638279893,0.0092,0.0058,0.0073,0.0017000000000000001,0.0004,0.0006,0.005,0.01414142849927121,0.01414142849927121
200.0,0.013,0.152,319.0,0.807,0.15118380700479933,0.009399999999999999,0.0046,0.0069,0.0027,0.0003,0.0022,0.005,0.013940946883192688,0.013940946883192688
200.0,0.02,0.099,319.0,0.698,0.09826947455311956,0.0113,0.0064,0.0070999999999999995,0.0011,0.0002,0.0025,0.005,0.015860643114325473,0.015860643114325473
200.0,0.032,0.062,319.0,0.586,0.06141842159569973,0.012,0.008199999999999999,0.0070999999999999995,0.0015,0.0004,0.004,0.005,0.01746596690710251,0.01746596690710251
200.0,0.05,0.04,319.0,0.521,0.03930778982124782,0.0125,0.0073,0.0073,0.0004,0.0002,0.0012,0.005,0.01701381791368416,0.01701381791368416
200.0,0.08,0.025,319.0,0.431,0.02456736863827989,0.0116,0.004699999999999999,0.009899999999999999,0.0007000000000000001,0.0008,0.0034000000000000002,0.005,0.01709824552402965,0.01709824552402965
200.0,0.13,0.015,319.0,0.355,0.015118380700479933,0.0256,0.032,0.0178,0.0038,0.0,0.0023,0.005,0.04517665326249832,0.04517665326249832
200.0,0.18,0.011,319.0,0.331,0.010918830505902173,0.0175,0.012,0.0182,0.0106,0.0006,0.0024,0.005,0.030413319450530225,0.030413319450530225
200.0,0.25,0.008,319.0,0.273,0.007861557964249566,0.036000000000000004,0.042,0.026699999999999998,0.013600000000000001,0.0003,0.003,0.005,0.06318180117723773,0.06318180117723773
200.0,0.4,0.005,319.0,0.139,0.004913473727655978,0.0461,0.043,0.0509,0.0235,0.0008,0.009300000000000001,0.005,0.08502587841357476,0.08502587841357476
250.0,0.005,0.554,301.0,1.123,0.5518702884074127,0.0229,0.0161,0.0097,0.0102,0.0006,0.0018,0.005,0.03178600320895976,0.03178600320895976
250.0,0.005,0.494,319.0,1.148,0.4913473727655978,0.0161,0.021,0.009000000000000001,0.0007000000000000001,0.0002,0.0012,0.005,0.028428506819739935,0.028428506819739935
250.0,0.008,0.309,319.0,0.964,0.3070921079784987,0.0104,0.0069,0.0072,0.0032,0.0003,0.0003,0.005,0.01558941948887129,0.01558941948887129
250.0,0.013,0.19,319.0,0.828,0.18897975875599915,0.010700000000000001,0.0064,0.0070999999999999995,0.0011,0.0004,0.0021,0.005,0.01538310761842353,0.01538310761842353
250.0,0.02,0.124,319.0,0.701,0.12283684319139945,0.0118,0.0079,0.006999999999999999,0.002,0.0003,0.001,0.005,0.016755297669692415,0.016755297669692415
250.0,0.032,0.077,319.0,0.591,0.07677302699462467,0.0125,0.0085,0.0074,0.0034999999999999996,0.0003,0.0031,0.005,0.018171681265089373,0.018171681265089373
250.0,0.05,0.049,319.0,0.521,0.04913473727655978,0.012199999999999999,0.008,0.0074,0.001,0.0003,0.0026,0.005,0.017333493589002765,0.017333493589002765
250.0,0.08,0.031,319.0,0.432,0.030709210797849863,0.0118,0.0064,0.0097,0.0014000000000000002,0.0005,0.0017000000000000001,0.005,0.017446776206508755,0.017446776206508755
250.0,0.13,0.019,319.0,0.341,0.018897975875599916,0.0177,0.0268,0.009300000000000001,0.0054,0.0001,0.0034999999999999996,0.005,0.03441569409440989,0.03441569409440989
250.0,0.18,0.014,319.0,0.325,0.013648538132377718,0.017,0.0078000000000000005,0.0129,0.0079,0.0001,0.0046,0.005,0.024996599768768554,0.024996599768768554
250.0,0.25,0.01,319.0,0.263,0.009826947455311956,0.0213,0.0368,0.022099999999999998,0.0216,0.0003,0.0,0.005,0.05280142043543904,0.05280142043543904
250.0,0.4,0.006,319.0,0.139,0.0061418421595699725,0.0313,0.0397,0.0432,0.0326,0.0008,0.006999999999999999,0.005,0.07456151822488595,0.07456151822488595
300.0,0.005,0.593,319.0,1.197,0.5896168473187173,0.025099999999999997,0.026000000000000002,0.0108,0.0004,0.0,0.0016,0.005,0.03808372355744643,0.03808372355744643
300.0,0.008,0.416,301.0,1.0,0.4139027163055595,0.0229,0.011200000000000002,0.0088,0.0058,0.0007000000000000001,0.0007000000000000001,0.005,0.028051916155585523,0.028051916155585523
300.0,0.008,0.371,319.0,0.989,0.3685105295741984,0.0146,0.009399999999999999,0.009300000000000001,0.0024,0.0003,0.0002,0.005,0.02046704668485417,0.02046704668485417
300.0,0.013,0.228,319.0,0.822,0.226775710507199,0.0115,0.0070999999999999995,0.0070999999999999995,0.0026,0.0002,0.0004,0.005,0.016279742012697867,0.016279742012697867
300.0,0.02,0.148,319.0,0.7,0.14740421182967933,0.0128,0.009000000000000001,0.0072,0.0036,0.0003,0.001,0.005,0.018322936445886617,0.018322936445886617
300.0,0.032,0.093,319.0,0.613,0.0921276323935496,0.0132,0.009000000000000001,0.0075,0.0015,0.0003,0.0032,0.005,0.018683415105381563,0.018683415105381563
300.0,0.05,0.059,319.0,0.503,0.05896168473187174,0.013500000000000002,0.008100000000000001,0.0074,0.003,0.0002,0.0012,0.005,0.018387495751189177,0.018387495751189177
300.0,0.08,0.037,319.0,0.433,0.03685105295741983,0.0129,0.0064,0.0077,0.0015,0.0004,0.0014000000000000002,0.005,0.017205522369285974,0.017205522369285974
300.0,0.13,0.023,319.0,0.352,0.022677571050719898,0.018500000000000003,0.030299999999999997,0.0101,0.008100000000000001,0.0001,0.0022,0.005,0.0381812781347089,0.0381812781347089
300.0,0.18,0.016,319.0,0.318,0.01637824575885326,0.0182,0.009300000000000001,0.0088,0.0032,0.0006,0.0036,0.005,0.02331801878376463,0.02331801878376463
300.0,0.25,0.012,319.0,0.262,0.011792336946374347,0.0213,0.044500000000000005,0.0235,0.0212,0.0003,0.0004,0.005,0.05882924442826034,0.05882924442826034
300.0,0.4,0.007,319.0,0.155,0.007370210591483967,0.0325,0.0538,0.0369,0.0346,0.0007000000000000001,0.006,0.005,0.08106139648439323,0.08106139648439323
400.0,0.008,0.554,301.0,0.996,0.5518702884074127,0.0263,0.0177,0.0078000000000000005,0.004,0.0013,0.0002,0.005,0.03329489450351209,0.03329489450351209
400.0,0.008,0.494,319.0,1.06,0.49134737276559787,0.017,0.0091,0.0109,0.0040999999999999995,0.0002,0.0003,0.005,0.023077261535979523,0.023077261535979523
400.0,0.013,0.341,301.0,0.867,0.3396124851737925,0.029500000000000002,0.005699999999999999,0.0074,0.0048,0.0004,0.0015,0.005,0.03174822829702471,0.03174822829702471
400.0,0.013,0.304,319.0,0.854,0.30236761400959866,0.015,0.0109,0.0076,0.0025,0.0003,0.0002,0.005,0.020807450588671356,0.020807450588671356
400.0,0.02,0.198,319.0,0.713,0.19653894910623912,0.0146,0.009300000000000001,0.0072,0.0012,0.0005,0.0012,0.005,0.019483839457355424,0.019483839457355424
400.0,0.032,0.124,319.0,0.607,0.12283684319139947,0.0147,0.009399999999999999,0.0072,0.0034000000000000002,0.0002,0.0015,0.005,0.019878128684561833,0.019878128684561833
400.0,0.05,0.079,319.0,0.509,0.07861557964249564,0.0147,0.0083,0.0073,0.0024,0.0003,0.0032,0.005,0.019477166118303763,0.019477166118303763
400.0,0.08,0.049,319.0,0.444,0.04913473727655978,0.0148,0.0078000000000000005,0.0077,0.0001,0.0004,0.0017000000000000001,0.005,0.019163246071581926,0.019163246071581926
