# H1+ZEUS combined NC ins836107 — Aaron et al., JHEP 01 (2010) 109.
# Fractions are symmetric averages of +/- %% columns on each sigma_r CSV row.
# HEPData ins836107 record text: first sys = uncorrelated experimental; second = correlated experimental;
# sys_3..sys_5 = three correlated combination sources; plus 0.5%% overall normalisation row.
# z_Q2_over_s_x = Q^2/(E_cm^2 * x); equals quoted y for standard DIS kinematics at fixed E_cm.
# sigma_rel_total_quadrature matches sqrt(sum of squared listed components) when none are missing.
Q2_GeV2,x,y_Bjorken,Ecm_GeV,F2,z_Q2_over_s_x,sigma_rel_stat,sigma_rel_sys_uncorrelated_experimental,sigma_rel_sys_correlated_experimental,sigma_rel_sys_combination_1,sigma_rel_sys_combination_2,sigma_rel_sys_combination_3,sigma_rel_sys_overall_normalisation,sigma_rel_total_quadrature_listed_sigma_r,sigma_rel_total_quadrature_rebuilt
400.0,0.13,0.03,319.0,0.362,0.030236761400959867,0.016,0.0086,0.0077,0.0031,0.0005,0.0024,0.005,0.020733306538031987,0.020733306538031987
400.0,0.25,0.016,319.0,0.256,0.01572311592849913,0.018600000000000002,0.0138,0.011899999999999999,0.012199999999999999,0.0003,0.0007000000000000001,0.005,0.029196403888150334,0.029196403888150334
400.0,0.4,0.01,319.0,0.16,0.009826947455311956,0.0365,0.037000000000000005,0.0366,0.026699999999999998,0.0007000000000000001,0.0048,0.005,0.06929812407273375,0.06929812407273375
500.0,0.013,0.426,301.0,0.898,0.4245156064672406,0.0334,0.05,0.0098,0.0015,0.0003,0.0004,0.005,0.06114818067612478,0.06114818067612478
500.0,0.013,0.38,319.0,0.9,0.3779595175119983,0.0242,0.027000000000000003,0.0101,0.0053,0.0002,0.0022,0.005,0.03840078124205288,0.03840078124205288
500.0,0.02,0.247,319.0,0.741,0.2456736863827989,0.02,0.0207,0.008,0.0012,0.0003,0.0006,0.005,0.030321279656373348,0.030321279656373348
500.0,0.032,0.154,319.0,0.623,0.15354605398924934,0.020099999999999996,0.020499999999999997,0.0076,0.0017000000000000001,0.0003,0.0003,0.005,0.03016769795658926,0.03016769795658926
500.0,0.05,0.099,319.0,0.516,0.09826947455311956,0.021099999999999997,0.0225,0.0101,0.0054,0.0003,0.0005,0.005,0.033286183319810037,0.033286183319810037
500.0,0.08,0.062,319.0,0.437,0.061418421595699726,0.0222,0.0218,0.0085,0.0013,0.0003,0.0028000000000000004,0.005,0.03278643011979194,0.03278643011979194
500.0,0.13,0.038,319.0,0.346,0.03779595175119983,0.0264,0.022400000000000003,0.0116,0.0,0.0004,0.004699999999999999,0.005,0.03715548411742202,0.03715548411742202
500.0,0.18,0.027,319.0,0.29,0.027297076264755436,0.0296,0.029500000000000002,0.0116,0.0074,0.0001,0.0033,0.005,0.044403040436438584,0.044403040436438584
500.0,0.25,0.02,319.0,0.253,0.01965389491062391,0.0359,0.0347,0.0232,0.028300000000000002,0.0003,0.0025,0.005,0.062156013385673316,0.062156013385673316
500.0,0.4,0.012,319.0,0.165,0.012283684319139945,0.051,0.058600000000000006,0.045,0.0431,0.001,0.0021,0.005,0.09973956085726465,0.09973956085726465
650.0,0.013,0.554,301.0,0.874,0.5518702884074128,0.0265,0.0113,0.0076,0.0034000000000000002,0.0004,0.0009,0.005,0.03041759359318222,0.03041759359318222
650.0,0.013,0.494,319.0,0.88,0.4913473727655978,0.0194,0.0088,0.0092,0.0022,0.0003,0.0004,0.005,0.02384386713601634,0.02384386713601634
650.0,0.02,0.36,301.0,0.709,0.3587156874648183,0.0415,0.037000000000000005,0.0096,0.002,0.0003,0.0005,0.005,0.05668112560632508,0.05668112560632508
650.0,0.02,0.321,319.0,0.753,0.31937579229763857,0.0192,0.0083,0.006999999999999999,0.0025,0.0004,0.0005,0.005,0.02276378703115982,0.02276378703115982
650.0,0.032,0.201,319.0,0.617,0.19960987018602414,0.0182,0.0095,0.0072,0.003,0.0004,0.0009,0.005,0.02254550953072474,0.02254550953072474
650.0,0.05,0.128,319.0,0.512,0.12775031691905542,0.018500000000000003,0.0092,0.0072,0.0026,0.0002,0.0028000000000000004,0.005,0.022767740335834823,0.022767740335834823
650.0,0.08,0.08,319.0,0.446,0.07984394807440964,0.018600000000000002,0.0092,0.006999999999999999,0.0026,0.0004,0.0015,0.005,0.022666495097389893,0.022666495097389893
650.0,0.13,0.049,319.0,0.363,0.04913473727655978,0.020499999999999997,0.0096,0.0077,0.0040999999999999995,0.0005,0.0028000000000000004,0.005,0.024931907267595872,0.024931907267595872
650.0,0.18,0.036,319.0,0.302,0.035486199144182065,0.0334,0.0345,0.013000000000000001,0.011000000000000001,0.0001,0.003,0.005,0.05128177064025773,0.05128177064025773
650.0,0.25,0.026,319.0,0.251,0.02555006338381109,0.0245,0.014199999999999999,0.0095,0.0086,0.0002,0.0008,0.005,0.03149253879889648,0.03149253879889648
650.0,0.4,0.016,319.0,0.144,0.015968789614881927,0.054000000000000006,0.032,0.0308,0.0336,0.002,0.0095,0.005,0.0783380495034182,0.0783380495034182
650.0,0.65,0.01,319.0,0.022,0.009826947455311956,0.1382,0.0779,0.0557,0.0381,0.0011,0.0137,0.005,0.17301921858568198,0.17301921858568198
0.1,2.43e-06,0.502,301.0,0.154,0.4542142291419035,0.0375,0.015,0.0349,0.0111,0.0046,0.002,0.005,0.054978450323740484,0.054978450323740484
800.0,0.02,0.443,301.0,0.751,0.4414962307259302,0.0412,0.023,0.0084,0.0034999999999999996,0.0004,0.0015,0.005,0.04833901116075917,0.04833901116075917
800.0,0.02,0.395,319.0,0.766,0.39307789821247824,0.0255,0.0132,0.0092,0.0002,0.0004,0.0009,0.005,0.030580058861944655,0.030580058861944655
800.0,0.032,0.247,319.0,0.645,0.24567368638279893,0.0206,0.0101,0.0069,0.0045000000000000005,0.0003,0.0009,0.005,0.024902409521971966,0.024902409521971966
800.0,0.05,0.158,319.0,0.516,0.1572311592849913,0.020499999999999997,0.009899999999999999,0.0073,0.0031,0.0003,0.0026,0.005,0.024759038753554223,0.024759038753554223
800.0,0.08,0.099,319.0,0.447,0.09826947455311956,0.0217,0.0104,0.0078000000000000005,0.0025,0.0003,0.0032,0.005,0.02610498036773826,0.02610498036773826
800.0,0.13,0.061,319.0,0.361,0.060473522801919734,0.024,0.009899999999999999,0.0077,0.0027,0.0003,0.0017000000000000001,0.005,0.027723095065306107,0.027723095065306107
800.0,0.18,0.044,319.0,0.324,0.043675322023608694,0.037599999999999995,0.030899999999999997,0.0097,0.0051,0.0002,0.0027,0.005,0.050209560842532766,0.050209560842532766
800.0,0.25,0.032,319.0,0.255,0.03144623185699826,0.028900000000000002,0.011200000000000002,0.0101,0.009899999999999999,0.0005,0.0027,0.005,0.03454287191303005,0.03454287191303005
800.0,0.4,0.02,319.0,0.129,0.01965389491062391,0.059800000000000006,0.0341,0.0248,0.0254,0.0013,0.005,0.005,0.07778650268523454,0.07778650268523454
800.0,0.65,0.012,319.0,0.02,0.012094704560383945,0.1211,0.0721,0.053099999999999994,0.0405,0.0012,0.0072,0.005,0.1562106270392639,0.1562106270392639
1000.0,0.02,0.554,301.0,0.762,0.5518702884074127,0.0546,0.037000000000000005,0.01,0.0011,0.0001,0.0007000000000000001,0.005,0.0669094163776669,0.0669094163776669
1000.0,0.02,0.494,319.0,0.756,0.4913473727655978,0.0393,0.03,0.0097,0.0028000000000000004,0.0002,0.0029,0.005,0.05079242069443038,0.05079242069443038
1000.0,0.032,0.309,319.0,0.644,0.3070921079784987,0.0329,0.0246,0.01,0.0043,0.0003,0.0009,0.005,0.04280140184620125,0.04280140184620125
1000.0,0.05,0.198,319.0,0.557,0.19653894910623912,0.0321,0.0235,0.0078000000000000005,0.0027,0.0003,0.0003,0.005,0.04093861258030125,0.04093861258030125
1000.0,0.08,0.124,319.0,0.444,0.12283684319139945,0.0335,0.022799999999999997,0.008100000000000001,0.0016,0.0003,0.0026,0.005,0.041738591255575455,0.041738591255575455
1000.0,0.13,0.076,319.0,0.393,0.07559190350239967,0.039900000000000005,0.0265,0.0095,0.0045000000000000005,0.0003,0.0004,0.005,0.04929513160546384,0.04929513160546384
1000.0,0.18,0.055,319.0,0.326,0.05459415252951087,0.0435,0.0268,0.0079,0.0045000000000000005,0.0002,0.0024,0.005,0.052191474399560706,0.052191474399560706
1000.0,0.25,0.04,319.0,0.255,0.03930778982124782,0.049,0.0336,0.013300000000000001,0.0103,0.0,0.0033,0.005,0.06203893938487343,0.06203893938487343
1000.0,0.4,0.025,319.0,0.124,0.02456736863827989,0.0764,0.0571,0.0288,0.0301,0.0005,0.0017000000000000001,0.005,0.10421592968447771,0.10421592968447771
1000.0,0.65,0.015,319.0,0.019,0.015118380700479932,0.1398,0.07730000000000001,0.0535,0.0673,0.0012,0.0007000000000000001,0.005,0.18148774063280418,0.18148774063280418
1200.0,0.02,0.593,319.0,0.826,0.5896168473187173,0.0287,0.0104,0.0098,0.0029,0.0003,0.0,0.005,0.03257898095398319,0.03257898095398319
1200.0,0.032,0.416,301.0,0.601,0.4139027163055595,0.0395,0.0151,0.006999999999999999,0.0003,0.0008,0.0009,0.005,0.04317175002243944,0.04317175002243944
1200.0,0.032,0.371,319.0,0.66,0.3685105295741984,0.027999999999999997,0.0111,0.0088,0.0032,0.0003,0.0001,0.005,0.03193728228888613,0.03193728228888613
1200.0,0.05,0.237,319.0,0.519,0.23584673892748695,0.0217,0.0069,0.006999999999999999,0.0031,0.0002,0.0022,0.005,0.024637167044934363,0.024637167044934363
1200.0,0.08,0.148,319.0,0.453,0.14740421182967933,0.0222,0.0068000000000000005,0.006999999999999999,0.0029,0.0003,0.0021,0.005,0.025019792165403773,0.025019792165403773
1200.0,0.13,0.091,319.0,0.366,0.09071028420287959,0.0245,0.0062,0.008199999999999999,0.0043,0.0004,0.0021,0.005,0.027458878345628036,0.027458878345628036
1200.0,0.18,0.066,319.0,0.326,0.06551298303541304,0.0493,0.0253,0.0092,0.0031,0.0003,0.0042,0.005,0.05663532466579493,0.05663532466579493
1200.0,0.25,0.047,319.0,0.247,0.04716934778549739,0.0275,0.0078000000000000005,0.008100000000000001,0.0058,0.0004,0.0014000000000000002,0.005,0.03071579398290072,0.03071579398290072
1200.0,0.4,0.03,319.0,0.136,0.02948084236593587,0.043,0.022400000000000003,0.0171,0.0187,0.0004,0.0019,0.005,0.05496935509900038,0.05496935509900038
1200.0,0.65,0.018,319.0,0.021,0.018142056840575918,0.1376,0.0784,0.0447,0.058899999999999994,0.002,0.0051,0.005,0.17493607403848985,0.17493607403848985
1500.0,0.032,0.52,301.0,0.575,0.5173783953819494,0.0644,0.0229,0.0078000000000000005,0.0011,0.0006,0.0005,0.005,0.06898862225033922,0.06898862225033922
1500.0,0.032,0.463,319.0,0.639,0.460638161967748,0.0354,0.0127,0.008100000000000001,0.0017000000000000001,0.0003,0.0,0.005,0.03883349070068257,0.03883349070068257
1500.0,0.05,0.296,319.0,0.56,0.29480842365935866,0.0258,0.0087,0.0073,0.0022,0.0002,0.0007000000000000001,0.005,0.028722639154506676,0.028722639154506676
1500.0,0.08,0.185,319.0,0.448,0.1842552647870992,0.0263,0.0096,0.0073,0.0037,0.0002,0.0021,0.005,0.029669512972072865,0.029669512972072865
1500.0,0.13,0.114,319.0,0.34,0.1133878552535995,0.0341,0.0111,0.0079,0.0017000000000000001,0.0004,0.0017000000000000001,0.005,0.0371398707590643,0.0371398707590643
1500.0,0.18,0.082,319.0,0.316,0.0818912287942663,0.0332,0.0092,0.0079,0.005,0.0003,0.0011,0.005,0.03606369365442203,0.03606369365442203
1500.0,0.25,0.059,319.0,0.253,0.05896168473187174,0.0382,0.015300000000000001,0.0086,0.008100000000000001,0.0003,0.0016,0.005,0.043134093244207646,0.043134093244207646
1500.0,0.4,0.037,319.0,0.123,0.03685105295741983,0.056600000000000004,0.0231,0.0147,0.0191,0.0004,0.0023,0.005,0.0659433089858251,0.0659433089858251
1500.0,0.65,0.023,319.0,0.013,0.022677571050719898,0.18460000000000001,0.0682,0.0377,0.055,0.0001,0.0143,0.005,0.20833672263909692,0.20833672263909692
2000.0,0.05,0.443,301.0,0.51,0.44149623072593014,0.056799999999999996,0.017,0.0070999999999999995,0.0032,0.0002,0.0004,0.005,0.06000908264587953,0.06000908264587953
2000.0,0.05,0.395,319.0,0.516,0.39307789821247824,0.0416,0.0134,0.008,0.0029,0.0003,0.0006,0.005,0.04481048984333913,0.04481048984333913
2000.0,0.08,0.247,319.0,0.437,0.2456736863827989,0.0316,0.009000000000000001,0.0072,0.0015,0.0003,0.0022,0.005,0.03411128845411736,0.03411128845411736
2000.0,0.13,0.152,319.0,0.37,0.15118380700479933,0.0361,0.0118,0.0073,0.0042,0.0002,0.0017000000000000001,0.005,0.03925952113819016,0.03925952113819016
2000.0,0.18,0.11,319.0,0.314,0.10918830505902175,0.039,0.011000000000000001,0.0075,0.0031,0.0003,0.0008,0.005,0.04163640234218129,0.04163640234218129
2000.0,0.25,0.079,319.0,0.236,0.07861557964249564,0.0447,0.0147,0.008100000000000001,0.005600000000000001,0.0004,0.0008,0.005,0.048342010715318816,0.048342010715318816
2000.0,0.4,0.049,319.0,0.126,0.04913473727655978,0.061900000000000004,0.026000000000000002,0.0161,0.0231,0.0003,0.0001,0.005,0.07297622900643744,0.07297622900643744
2000.0,0.65,0.03,319.0,0.021,0.030236761400959863,0.19260000000000002,0.09699999999999999,0.0466,0.12300000000000001,0.001,0.0019,0.005,0.2526537749569557,0.2526537749569557
3000.0,0.05,0.593,319.0,0.582,0.5896168473187173,0.042,0.0184,0.0085,0.0028000000000000004,0.0003,0.0007000000000000001,0.005,0.046991807796678775,0.046991807796678775
3000.0,0.08,0.416,301.0,0.461,0.4139027163055595,0.057800000000000004,0.019799999999999998,0.0070999999999999995,0.0003,0.0001,0.0,0.005,0.06171215439441407,0.06171215439441407
3000.0,0.08,0.371,319.0,0.432,0.3685105295741984,0.0438,0.015300000000000001,0.0084,0.0048,0.0002,0.0004,0.005,0.04765847248915978,0.04765847248915978
3000.0,0.13,0.228,319.0,0.347,0.226775710507199,0.0416,0.015700000000000002,0.008,0.0026,0.0003,0.0022,0.005,0.045582233381000536,0.045582233381000536
3000.0,0.18,0.165,319.0,0.303,0.1637824575885326,0.042300000000000004,0.0166,0.008199999999999999,0.0053,0.0002,0.0009,0.005,0.04675499973264892,0.04675499973264892
3000.0,0.25,0.119,319.0,0.215,0.11792336946374347,0.051399999999999994,0.016399999999999998,0.0092,0.0084,0.0002,0.0011,0.005,0.05560908199206313,0.05560908199206313
3000.0,0.4,0.074,319.0,0.118,0.07370210591483967,0.0641,0.0258,0.013300000000000001,0.0139,0.0002,0.0022,0.005,0.07193351096672539,0.07193351096672539
3000.0,0.65,0.046,319.0,0.016,0.045355142101439795,0.12480000000000001,0.042300000000000004,0.023700000000000002,0.032400000000000005,0.0001,0.0036,0.005,0.1378903549926535,0.1378903549926535
5000.0,0.13,0.426,301.0,0.353,0.4245156064672405,0.0783,0.021400000000000002,0.0087,0.0063,0.0003,0.0022,0.005,0.08206192783501981,0.08206192783501981
5000.0,0.13,0.38,319.0,0.372,0.3779595175119983,0.0548,0.0172,0.008100000000000001,0.0024,0.0003,0.0003,0.005,0.0582703183447628,0.0582703183447628
5000.0,0.18,0.274,319.0,0.271,0.2729707626475544,0.049100000000000005,0.0147,0.0070999999999999995,0.0031,0.0003,0.0014000000000000002,0.005,0.05209577718011317,0.05209577718011317
5000.0,0.25,0.198,319.0,0.235,0.19653894910623912,0.055099999999999996,0.0209,0.008199999999999999,0.016200000000000003,0.0002,0.0023,0.005,0.0619098538198888,0.0619098538198888
5000.0,0.4,0.124,319.0,0.117,0.12283684319139945,0.07139999999999999,0.0208,0.0086,0.0067,0.0004,0.0005,0.005,0.07533166664822967,0.07533166664822967
5000.0,0.65,0.076,319.0,0.01,0.07559190350239965,0.2708,0.1277,0.0365,0.04190000000000001,0.0005,0.0106,0.005,0.3047382483378153,0.3047382483378153
8000.0,0.18,0.493,301.0,0.311,0.49055136747325573,0.10949999999999999,0.0344,0.0092,0.0040999999999999995,0.0003,0.0024,0.005,0.11535124620046373,0.11535124620046373
8000.0,0.18,0.439,319.0,0.336,0.436753220236087,0.07440000000000001,0.0233,0.0086,0.011699999999999999,0.0003,0.0003,0.005,0.07946244395939507,0.07946244395939507
8000.0,0.25,0.355,301.0,0.243,0.35319698458074417,0.11800000000000001,0.0315,0.0139,0.0108,0.0001,0.0011,0.005,0.12350028340048455,0.12350028340048455
8000.0,0.25,0.316,319.0,0.219,0.3144623185699826,0.08929999999999999,0.0282,0.012199999999999999,0.0064,0.0003,0.0004,0.005,0.09478807941930252,0.09478807941930252
8000.0,0.4,0.198,319.0,0.1,0.19653894910623912,0.0999,0.0355,0.009399999999999999,0.0084,0.0003,0.001,0.005,0.10688905463142613,0.10688905463142613
8000.0,0.65,0.122,319.0,0.016,0.12094704560383945,0.17170000000000002,0.066,0.02,0.0735,0.0001,0.0011,0.005,0.19916164289340457,0.19916164289340457
12000.0,0.25,0.532,301.0,0.179,0.5297954768711162,0.2021,0.0346,0.0073,0.0031,0.0002,0.0003,0.005,0.20525496339918312,0.20525496339918312
12000.0,0.25,0.474,319.0,0.183,0.4716934778549739,0.1527,0.041100000000000005,0.0101,0.011000000000000001,0.0001,0.0013,0.005,0.1589220249052975,0.1589220249052975
12000.0,0.4,0.296,319.0,0.076,0.29480842365935866,0.1558,0.045899999999999996,0.0105,0.0273,0.0002,0.0005,0.005,0.1651099027920494,0.1651099027920494
12000.0,0.65,0.182,319.0,0.016,0.18142056840575918,0.3362,0.1857,0.0359,0.0217,0.0001,0.0069,0.005,0.3864547192104141,0.3864547192104141
20000.0,0.4,0.554,301.0,0.146,0.5518702884074127,0.3165,0.0766,0.0129,0.016,0.0001,0.0051,0.005,0.32636366219295926,0.32636366219295926
20000.0,0.4,0.494,319.0,0.059,0.4913473727655978,0.35200000000000004,0.0796,0.024900000000000002,0.0021,0.0001,0.0003,0.005,0.3617867880395856,0.3617867880395856
20000.0,0.65,0.304,319.0,0.014,0.3023676140095986,0.5008,0.2803,0.0407,0.0764,0.0001,0.0023,0.005,0.5804243964548699,0.5804243964548699
0.15,3.31e-06,0.502,301.0,0.207,0.500184551426658,0.015300000000000001,0.0078000000000000005,0.021,0.0131,0.0019,0.0034000000000000002,0.005,0.0307848988954,0.0307848988954
0.15,4.14e-06,0.402,301.0,0.19,0.399906006092328,0.0197,0.0083,0.0232,0.008199999999999999,0.0011,0.0017000000000000001,0.005,0.033038765110094535,0.033038765110094535
0.15,5.02e-06,0.295,319.0,0.187,0.2936338881069309,0.0379,0.015,0.0359,0.013300000000000001,0.0024,0.0032,0.005,0.056285966279348884,0.056285966279348884
500.0,0.65,0.008,319.0,0.027,0.007559190350239966,0.19260000000000002,0.105,0.021,0.0036,0.0001,0.0096,0.005,0.22066012326652953,0.22066012326652953
0.2,4.41e-06,0.503,301.0,0.247,0.5005626198706692,0.016200000000000003,0.0074,0.0197,0.0115,0.0036,0.0017000000000000001,0.005,0.029637644980666056,0.029637644980666056
0.2,5.52e-06,0.402,301.0,0.24,0.39990600609232807,0.0148,0.006500000000000001,0.0184,0.0118,0.0004,0.003,0.005,0.027807373122968666,0.027807373122968666
0.2,6.69e-06,0.295,319.0,0.229,0.293780192983915,0.0165,0.0078000000000000005,0.0163,0.0086,0.0024,0.001,0.005,0.02654241887997399,0.02654241887997399
0.2,8.49e-06,0.233,319.0,0.225,0.23149463970110618,0.0161,0.0060999999999999995,0.0213,0.0106,0.0019,0.0027,0.005,0.029972821021718995,0.029972821021718995
0.2,1.1e-05,0.18,319.0,0.209,0.17867177191476288,0.0278,0.015,0.0279,0.0095,0.0021,0.0026,0.005,0.043619605683683116,0.043619605683683116
0.2,3.98e-05,0.05,319.0,0.211,0.04938164550408019,0.1492,0.11939999999999999,0.051699999999999996,0.0054,0.031,0.046,0.005,0.20572080594825595,0.20572080594825595
0.2,0.000251,0.008,319.0,0.181,0.007830237016184826,0.13449999999999998,0.0617,0.0296,0.0003,0.0123,0.0259,0.005,0.15368958975805744,0.15368958975805744
0.25,5.52e-06,0.502,301.0,0.291,0.4998825076154101,0.0179,0.0092,0.0187,0.0127,0.0027,0.0028000000000000004,0.005,0.030921836944140302,0.030921836944140302
0.25,6.9e-06,0.402,301.0,0.281,0.39990600609232807,0.015600000000000001,0.0079,0.0184,0.0118,0.0002,0.0021,0.005,0.02851350557192153,0.02851350557192153
0.25,8.36e-06,0.295,319.0,0.269,0.29386804591243887,0.014499999999999999,0.0073,0.018500000000000003,0.011699999999999999,0.0023,0.0027,0.005,0.027933134446388216,0.027933134446388216
0.25,1.06e-05,0.233,319.0,0.262,0.23176762866301784,0.0129,0.0066,0.0177,0.0116,0.0032,0.0021,0.005,0.026409657324547017,0.026409657324547017
0.25,1.38e-05,0.179,319.0,0.251,0.17802441042231804,0.0126,0.0070999999999999995,0.0178,0.012199999999999999,0.0028000000000000004,0.0040999999999999995,0.005,0.026916537667389537,0.026916537667389537
0.25,2.3e-05,0.107,319.0,0.245,0.10681464625339084,0.013999999999999999,0.015,0.0233,0.0192,0.0018,0.0196,0.005,0.04177235928218563,0.04177235928218563
0.25,3.98e-05,0.062,319.0,0.237,0.06172705688010023,0.0332,0.0154,0.0274,0.0079,0.0067,0.0096,0.005,0.048110497814926004,0.048110497814926004
0.25,0.00011,0.022,319.0,0.2,0.022333971489345354,0.0395,0.015,0.0245,0.008100000000000001,0.0017000000000000001,0.0004,0.005,0.04979116387472782,0.04979116387472782
0.25,0.000251,0.01,319.0,0.196,0.009787796270231033,0.0374,0.0144,0.0323,0.0017000000000000001,0.0025,0.0058,0.005,0.05212667263503398,0.05212667263503398
0.25,0.000394,0.006,319.0,0.195,0.00623537275083246,0.0415,0.015,0.0358,0.0149,0.0022,0.0079,0.005,0.059524364759315156,0.059524364759315156
0.25,0.00158,0.002,301.0,0.199,0.001746424963314597,0.1097,0.0529,0.0236,0.0014000000000000002,0.0017000000000000001,0.026699999999999998,0.005,0.12701259780037572,0.12701259780037572
0.35,6.62e-06,0.586,301.0,0.351,0.583548643331101,0.0207,0.0091,0.018799999999999997,0.012,0.0040999999999999995,0.0033,0.005,0.032579748310875574,0.032579748310875574
0.35,8.28e-06,0.469,301.0,0.344,0.466557007107716,0.0182,0.009300000000000001,0.019,0.0125,0.0007000000000000001,0.0021,0.005,0.031062517605628816,0.031062517605628816
0.35,1e-05,0.346,319.0,0.353,0.3439431609359184,0.016200000000000003,0.0079,0.0173,0.012,0.0028000000000000004,0.0029,0.005,0.028449780315496286,0.028449780315496286
0.35,1.27e-05,0.272,319.0,0.329,0.2708213865637153,0.0143,0.0079,0.018000000000000002,0.0116,0.0029,0.002,0.005,0.027620101375628585,0.027620101375628585
0.35,1.65e-05,0.21,319.0,0.317,0.20845040056722328,0.0121,0.0063,0.0182,0.012,0.0028000000000000004,0.0026,0.005,0.026475271481138773,0.026475271481138773
0.35,3.2e-05,0.108,319.0,0.299,0.10748223779247452,0.011399999999999999,0.0072,0.025099999999999997,0.0225,0.0039000000000000003,0.020499999999999997,0.005,0.042172502889916315,0.042172502889916315
0.35,6.62e-05,0.052,319.0,0.284,0.051955160262223334,0.0262,0.015,0.0165,0.0045000000000000005,0.0024,0.0018,0.005,0.03518437153055317,0.03518437153055317
0.35,0.00013,0.027,319.0,0.259,0.026457166225839886,0.0252,0.0143,0.0146,0.0075,0.0033,0.0006,0.005,0.033840656022009974,0.033840656022009974
0.35,0.00022,0.016,319.0,0.242,0.015633780042541748,0.026699999999999998,0.015,0.0195,0.0111,0.0034000000000000002,0.0016,0.005,0.03847687617257929,0.03847687617257929
0.35,0.0005,0.007,319.0,0.242,0.00687886321871837,0.025099999999999997,0.014199999999999999,0.0175,0.0131,0.0025,0.011200000000000002,0.005,0.038290991107569936,0.038290991107569936
0.35,0.00251,0.001,319.0,0.202,0.0013702914778323445,0.09970000000000001,0.0455,0.0147,0.0034999999999999996,0.0016,0.0077,0.005,0.11102040353016199,0.11102040353016199
0.4,8.83e-06,0.502,301.0,0.365,0.49999573128644414,0.038599999999999995,0.015,0.0256,0.0129,0.0052,0.0016,0.005,0.05090510779872683,0.05090510779872683
0.4,1.1e-05,0.403,301.0,0.378,0.40136020975084563,0.0218,0.0088,0.022000000000000002,0.0148,0.0004,0.0022,0.005,0.03585693796185056,0.03585693796185056
0.4,1.33e-05,0.297,319.0,0.36,0.2955472918890814,0.0197,0.0088,0.019799999999999998,0.0134,0.0027,0.0029,0.005,0.03283032135084882,0.03283032135084882
0.4,1.7e-05,0.233,319.0,0.357,0.23122229306616368,0.0166,0.0083,0.0181,0.0118,0.0031,0.0009,0.005,0.029098453567157137,0.029098453567157137
0.4,2.2e-05,0.18,319.0,0.337,0.17867177191476288,0.014499999999999999,0.0078000000000000005,0.018000000000000002,0.0125,0.0032,0.0042,0.005,0.028358772893057275,0.028358772893057275
0.4,3.68e-05,0.107,319.0,0.333,0.10681464625339084,0.0126,0.0077,0.024900000000000002,0.0227,0.0033,0.021400000000000002,0.005,0.0429790646710698,0.0429790646710698
0.4,8.83e-05,0.045,319.0,0.321,0.044516183263021314,0.0271,0.015,0.0149,0.0098,0.0026,0.0040999999999999995,0.005,0.03641469483601366,0.03641469483601366
0.4,0.000176,0.022,319.0,0.288,0.02233397148934536,0.0278,0.015,0.017,0.0072,0.0032,0.0022,0.005,0.03713165765219754,0.03713165765219754
0.4,0.000294,0.013,319.0,0.277,0.013369996537839398,0.0274,0.015,0.0159,0.009899999999999999,0.0028000000000000004,0.0033,0.005,0.037017698469786045,0.037017698469786045
0.4,0.000631,0.006,319.0,0.261,0.006229443711766692,0.0274,0.015,0.02,0.0128,0.0028000000000000004,0.0038,0.005,0.039835662414474796,0.039835662414474796
